Source (A),,,,,Source (B),,,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
14019323,,,,,Sure sun media sucks off Israel but they are also the only Media that is willing to tell the truth about the dangers of Islam and call Natives on their B.S.,,,31,78.98,74.07,8.87,25.77,31,9.68,83.87,54.84,9.68,6.45,0,0,0,0,6.45,3.23,9.68,16.13,6.45,9.68,9.68,0,12.9,3.23,0,0,0,0,16.13,6.45,6.45,0,3.23,0,12.9,0,0,0,0,9.68,0,0,0,0,6.45,3.23,0,0,0,0,0,0,0,0,0,6.45,0,0,0,3.23,3.23,0,12.9,0,9.68,0,6.45,3.23,0,0,0,0,3.23,0,3.23,3.23,0,0,0,0,6.45,6.45,0,0,0,0,0,0,0,0,0,0
14100647,,,,,"Hi there best way to lose the pounds I use to be 395lbs I tried very diet program on the market 4hr at gym very 3days until friends told me easy way to kept the pounds off it may sound funny Don t eat anything white .1year 3months later 194lbsCut out the chip and soda , candy and sweet drinks Spend 2hr s 3days a week in gym .",,,68,94.52,50,47.25,94.01,68,7.35,79.41,38.24,7.35,4.41,4.41,0,0,0,0,2.94,7.35,13.24,2.94,4.41,4.41,0,13.24,8.82,2.94,0,1.47,0,7.35,5.88,1.47,0,0,1.47,4.41,0,1.47,0,0,4.41,0,1.47,0,2.94,0,0,4.41,1.47,1.47,0,8.82,0,1.47,0,8.82,7.35,2.94,4.41,1.47,1.47,1.47,4.41,7.35,1.47,16.18,0,10.29,5.88,2.94,4.41,0,2.94,0,0,0,0,0,0,0,0,2.94,1.47,1.47,0,0,0,0,0,0,0,0,0
14439474,,,,,I think that it is fair to say that the National Alliance is a secular organization that has taken a specific stance against multicultural Christianity for political reasons and has also had prominent members who have promoted non-Christian religions or spiritual paths .,,,43,43.45,50,12.01,69.6,43,37.21,88.37,48.84,13.95,2.33,2.33,0,0,0,0,11.63,6.98,6.98,13.95,2.33,6.98,0,20.93,9.3,0,2.33,0,0,2.33,2.33,0,0,0,0,6.98,0,0,0,0,11.63,4.65,2.33,0,2.33,2.33,4.65,2.33,0,2.33,0,0,0,0,0,0,13.95,4.65,2.33,4.65,4.65,0,4.65,16.28,0,2.33,0,2.33,0,6.98,0,0,0,9.3,0,0,0,0,0,0,0,4.65,2.33,0,0,0,0,0,2.33,0,0,0,0
14667867,,,,,"That quote Trotski made proves nothing .I did not see any reliable sources , that connect Leon Trotski and Lenin to the Freemasons .",,,22,44.96,3.48,11,25.77,22,31.82,63.64,40.91,13.64,4.55,4.55,0,0,0,0,9.09,4.55,4.55,4.55,0,4.55,9.09,13.64,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,27.27,4.55,9.09,0,4.55,9.09,4.55,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64,9.09,4.55,0,0,0,0,0,0,0,0,0
30765114,,,,,No judge or government has the right in my opinion to tell parents how to raise their kids - any home school has to be better than having your kids endure a public school brainwashing any day !,,,36,75.9,86.68,23.51,77,36,11.11,94.44,47.22,8.33,8.33,2.78,0,2.78,0,2.78,0,5.56,13.89,11.11,2.78,5.56,2.78,13.89,5.56,5.56,2.78,0,5.56,2.78,2.78,0,0,0,0,19.44,2.78,0,0,0,16.67,0,2.78,0,11.11,0,5.56,0,0,0,0,2.78,2.78,0,0,0,11.11,2.78,2.78,5.56,2.78,0,0,11.11,0,8.33,0,5.56,2.78,8.33,0,2.78,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,2.78,2.78,0,0,0,0
13589746,,,,,"Larger fish eat smaller fish and with each step of ' the big eating small , ' as you go up the chain , any mercury becomes more concentrated , thus the larger the fish , the more chance they will have some mercury in them .Just in case anyone is interested , here 's the thread in the Health & Fitness section : `` Eating Fish Makes You Smarter '' along with another one in the Homemaking section : `` Fish Oils and Pregnancy and Infants = Health Smart Babies '' I think the scientific evidence for the benefits of fish is just overwhelming .However if you avoid larger fish such as Swordfish and Tuna , your chances of ingesting mercury are substantially reduced .Sardines and anchovies , for example , are basically 100 % safe .The main drawback is the potential for excess mercury .",,,127,88.77,80.67,22.85,70.24,127,25.2,77.95,45.67,7.09,5.51,0.79,0,3.15,0,1.57,1.57,9.45,12.6,6.3,5.51,7.09,0,11.02,10.24,7.09,0,1.57,6.3,5.51,3.94,1.57,1.57,0,0.79,7.87,1.57,0,0,0,10.24,3.15,1.57,0.79,4.72,0,1.57,0.79,0,0,0,6.3,0,3.94,0.79,3.15,8.66,0,0.79,5.51,0.79,1.57,0,8.66,1.57,11.81,1.57,10.24,0,1.57,0.79,0,0,0,0,0,0,0,0,0,0,22.83,3.94,6.3,1.57,0,0,0,0,0,5.51,0,5.51
31715304,,,,,"I first shaved my head when I was 12 ( i 'm 19 now ) but I did it because I hate combing my hair .I never did it to look like a skinhead , but it was funny in high school when all the blacks and mexicans stared at me when I would walk by .",,,53,4.12,1,99,25.77,53,7.55,83.02,64.15,24.53,18.87,18.87,0,0,0,0,5.66,3.77,9.43,9.43,9.43,13.21,1.89,16.98,3.77,1.89,5.66,5.66,1.89,3.77,1.89,1.89,0,1.89,0,0,0,0,0,0,11.32,0,1.89,1.89,0,3.77,3.77,3.77,3.77,0,0,1.89,1.89,0,0,0,3.77,0,1.89,1.89,0,0,7.55,7.55,0,18.87,1.89,5.66,11.32,1.89,0,0,0,0,0,0,0,0,0,0,0,11.32,3.77,1.89,0,0,0,0,0,0,1.89,3.77,0
12854553,,,,,I had to start a new thread seeing as this thread was no longer functioning properly .See the new thread @ https : //www.stormfront.org/forum/t989503/,,,26,82.82,22.08,38.39,25.77,26,15.38,61.54,34.62,7.69,3.85,3.85,0,0,0,0,3.85,7.69,7.69,7.69,0,3.85,3.85,19.23,15.38,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,15.38,0,3.85,11.54,3.85,0,0,0,0,0,0,0,0,0,0,0,38.46,11.54,0,3.85,0,0,0,0,0,0,0,23.08
30687431,,,,,"Ha I was just on there , stopped reading it to come on here and this was the first thing I saw .Definitely going to do that !",,,26,16.45,22.08,94.81,99,26,11.54,100,73.08,23.08,7.69,7.69,0,0,0,0,15.38,3.85,15.38,11.54,15.38,3.85,0,30.77,0,0,0,3.85,0,7.69,7.69,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,3.85,0,3.85,3.85,0,0,0,0,0,0,0,7.69,0,3.85,0,0,3.85,15.38,7.69,3.85,23.08,7.69,7.69,7.69,0,0,0,0,0,0,3.85,0,3.85,0,0,0,11.54,3.85,3.85,0,0,0,3.85,0,0,0,0,0
14099215,,,,,"I totally agree with you .I do n't want sheeps , I preffer girls .I have a dominant personality and I look for the same thing in girls .2508",,,28,48.63,36.03,30.01,25.77,28,14.29,82.14,57.14,25,21.43,17.86,0,3.57,0,0,3.57,7.14,10.71,7.14,3.57,3.57,0,14.29,3.57,3.57,0,3.57,0,7.14,3.57,3.57,0,3.57,0,10.71,0,0,7.14,0,7.14,0,0,3.57,0,3.57,0,3.57,3.57,0,0,0,0,0,0,0,3.57,0,3.57,3.57,0,0,0,14.29,0,3.57,0,3.57,0,0,0,0,0,0,0,3.57,0,0,3.57,0,0,14.29,7.14,3.57,0,0,0,0,0,0,3.57,0,0
31783631,,,,,I am 18 from chicago. i would like to chat with someone via EMAIl or AIM to chat about your beliefs and mine ... someone near my age also. my AIM screen name is eldawg4100,,,34,34.65,72.17,81.91,79.41,8.5,17.65,85.29,61.76,23.53,17.65,14.71,0,2.94,0,0,5.88,0,20.59,8.82,5.88,8.82,0,8.82,0,0,0,2.94,0,2.94,2.94,0,0,0,0,20.59,0,0,0,0,14.71,2.94,0,2.94,8.82,0,2.94,2.94,2.94,0,0,0,0,0,0,0,8.82,5.88,0,2.94,0,0,0,5.88,0,8.82,0,5.88,2.94,0,5.88,0,0,2.94,0,0,0,0,0,0,0,14.71,14.71,0,0,0,0,0,0,0,0,0,0
13853409,,,,,I never attacked you and i am not your son plus i dont care what you done.P M if you have a problem,,,24,1,66.17,23.51,1,24,8.33,91.67,75,33.33,29.17,12.5,0,16.67,0,0,4.17,4.17,4.17,16.67,4.17,12.5,12.5,20.83,0,0,4.17,0,0,12.5,4.17,8.33,0,4.17,0,20.83,4.17,0,0,4.17,16.67,0,0,8.33,4.17,4.17,8.33,0,0,0,0,0,0,0,0,0,12.5,0,0,4.17,4.17,4.17,4.17,16.67,0,4.17,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0
14422950,,,,,"I was wondering if the anti 's have forums like Stormfront , and if so , what are they - feel free to PM me with the details .CF",,,26,33.48,12.43,17.46,89.84,26,11.54,73.08,61.54,15.38,11.54,7.69,0,0,0,3.85,3.85,7.69,11.54,11.54,3.85,15.38,0,19.23,3.85,3.85,3.85,0,0,3.85,3.85,0,0,0,0,3.85,0,0,0,0,15.38,7.69,0,7.69,11.54,0,7.69,3.85,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,3.85,11.54,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,19.23,3.85,7.69,0,0,0,0,3.85,0,3.85,0,0
12843894,,,,,im back on the other side of the pond now and i was actualy in the 17th district but thanks the heads up,,,23,88.21,4.11,99,93.61,23,8.7,86.96,69.57,13.04,8.7,8.7,0,0,0,0,4.35,17.39,17.39,8.7,8.7,8.7,0,13.04,0,0,0,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,8.7,0,0,0,0,4.35,4.35,0,0,0,4.35,0,0,4.35,0,0,4.35,13.04,0,30.43,0,26.09,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30528488,,,,,"Yea, I 'm not sure it 's authenithic .It 's a good read , and tells the truth .But I 've seen it several times in the past two or three years .",,,31,63.48,5.36,90.96,99,31,6.45,83.87,41.94,16.13,6.45,6.45,0,0,0,0,9.68,9.68,3.23,0,0,9.68,3.23,9.68,0,0,0,6.45,3.23,9.68,9.68,0,0,0,0,3.23,0,0,0,0,16.13,0,0,0,3.23,6.45,9.68,3.23,3.23,0,0,0,0,0,0,0,3.23,0,0,0,3.23,0,6.45,3.23,0,12.9,0,3.23,9.68,3.23,0,0,0,0,0,3.23,0,3.23,3.23,0,0,29.03,9.68,6.45,0,0,0,0,0,0,12.9,0,0
12843892,,,,,going to the show over in the third district on saturday im trying to go but probly will need a ride home thanks,,,23,99,19.23,99,93.61,23,8.7,95.65,47.83,4.35,4.35,4.35,0,0,0,0,0,13.04,21.74,8.7,0,4.35,0,30.43,0,0,0,4.35,0,4.35,4.35,0,0,0,0,0,0,0,0,0,13.04,0,0,4.35,4.35,0,4.35,4.35,4.35,0,0,0,0,0,0,0,8.7,0,4.35,4.35,0,0,0,17.39,8.7,34.78,13.04,17.39,4.35,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33473806,,,,,"Started the defeat of the Soviet Union , and now leaders in the fight against Islam !Thank god for the Poles .Zdrowie !",,,21,99,68.29,37.24,1,21,19.05,85.71,47.62,0,0,0,0,0,0,0,0,19.05,19.05,0,4.76,4.76,0,9.52,0,0,0,0,0,14.29,4.76,9.52,0,4.76,0,9.52,0,0,0,0,4.76,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,19.05,4.76,9.52,14.29,0,0,4.76,9.52,0,14.29,0,4.76,9.52,4.76,0,0,0,9.52,0,0,0,0,0,0,0,19.05,4.76,4.76,0,0,0,9.52,0,0,0,0,0
14264567,,,,,"And for those who would like to participate in a thread that 's a spin off of this one , here 's the link : https : //www.stormfront.org/forum/t204965/Thanks.",,,30,95.84,74.76,10.08,99,30,13.33,73.33,50,13.33,0,0,0,0,0,0,13.33,10,16.67,3.33,3.33,3.33,0,10,0,0,3.33,3.33,0,6.67,6.67,0,0,0,0,6.67,0,0,0,0,6.67,3.33,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,13.33,3.33,10,0,3.33,0,0,0,0,0,0,0,0,0,0,0,43.33,10,3.33,6.67,0,0,0,0,0,6.67,0,16.67
30513087,,,,,"This is the false front which jews present to the world , but jews are quite varied in their opinions and beliefs .",,,21,68.29,50,89.63,25.77,21,14.29,90.48,52.38,14.29,4.76,0,0,0,0,4.76,9.52,9.52,9.52,9.52,0,9.52,0,9.52,4.76,0,4.76,0,0,0,0,0,0,0,0,4.76,0,0,0,0,14.29,4.76,0,0,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,19.05,0,14.29,4.76,0,0,0,0,14.29,0,0,0,0,0,0,0,9.52,4.76,4.76,0,0,0,0,0,0,0,0,0
30561563,,,,,Now teachers demand to work just 35 hours a week ... and they even want to be allowed to do five of those at home | Mail Online,,,26,82.82,77.92,5.76,25.77,13,7.69,92.31,53.85,7.69,3.85,0,0,0,0,3.85,3.85,3.85,19.23,7.69,11.54,3.85,0,11.54,0,0,0,7.69,0,0,0,0,0,0,0,7.69,0,0,0,0,7.69,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,3.85,11.54,0,0,0,19.23,0,15.38,0,3.85,11.54,7.69,0,3.85,0,0,0,0,0,0,0,0,0,15.38,11.54,0,0,0,0,0,0,0,0,0,3.85
13504696,,,,,"Officers took 37-year-old Charlie Cason into custody after a violent exchange .Richland County deputies say Cason killed his estranged wife , 38-year-old Letitia Cason , at an apartment on Smallwood Road in Northeast Richland County Deputies : Murder Suspect Shoots at Officers , is Taken Into Custody wltx.com | Columbia , SC News , Weather and Sports |",,,55,98.81,70.74,85.21,1,55,34.55,60,21.82,1.82,1.82,0,0,0,1.82,0,0,3.64,12.73,1.82,0,1.82,0,7.27,3.64,1.82,0,3.64,0,5.45,0,5.45,0,5.45,0,5.45,1.82,0,1.82,1.82,1.82,1.82,0,0,0,0,0,1.82,0,1.82,0,0,0,0,0,0,9.09,1.82,0,3.64,3.64,0,3.64,3.64,0,27.27,0,18.18,9.09,0,1.82,1.82,1.82,0,3.64,0,0,0,0,0,0,25.45,3.64,9.09,1.82,0,0,0,7.27,0,0,0,3.64
13859066,,,,,You got that right in one go.Lets hope he gets well soon and on his way home If you do n't have these apes in your great Country then count your blessings,,,33,9.4,99,31.94,99,33,6.06,90.91,57.58,27.27,21.21,0,3.03,12.12,6.06,0,6.06,0,9.09,6.06,6.06,9.09,0,21.21,3.03,0,0,3.03,0,12.12,12.12,0,0,0,0,21.21,0,0,0,6.06,6.06,0,0,6.06,6.06,0,3.03,0,0,0,0,0,0,0,0,0,12.12,3.03,0,0,9.09,0,3.03,18.18,9.09,27.27,3.03,18.18,6.06,0,0,3.03,0,3.03,0,3.03,0,0,0,3.03,0,6.06,3.03,0,0,0,0,0,0,0,3.03,0,0
14669890,,,,,"And you will find it too , just like you have so many times before . . .No, you will be on the prowl for something to suck on in the nearest public restroom .Good luck with your bugchasing , homo . . .",,,37,63.24,94.74,36.43,75.85,18.5,10.81,91.89,67.57,16.22,10.81,0,0,10.81,0,0,5.41,5.41,21.62,10.81,8.11,5.41,2.7,16.22,5.41,8.11,0,0,2.7,8.11,5.41,2.7,0,2.7,0,13.51,0,0,0,0,8.11,2.7,0,0,5.41,0,0,0,0,0,0,2.7,0,0,2.7,0,5.41,0,0,0,5.41,0,0,10.81,5.41,16.22,0,10.81,5.41,0,0,0,0,0,0,5.41,5.41,0,0,0,0,27.03,18.92,8.11,0,0,0,0,0,0,0,0,0
31787638,,,,,"Graduated two years ago and still do n't miss it .ALL this high school talk makes ME feel old , and Im 19 !!!",,,22,7.71,32.48,99,1,22,4.55,90.91,36.36,18.18,9.09,9.09,0,0,0,0,9.09,0,0,9.09,4.55,9.09,0,22.73,4.55,0,0,9.09,4.55,4.55,0,4.55,0,0,4.55,4.55,0,0,0,0,13.64,4.55,4.55,0,0,4.55,0,4.55,0,0,4.55,0,0,0,0,0,4.55,0,0,4.55,0,0,4.55,27.27,0,22.73,0,4.55,18.18,9.09,0,0,0,0,0,0,0,0,0,0,0,27.27,4.55,4.55,0,0,0,13.64,0,0,4.55,0,0
14093243,,,,,"My friend Mar with nice blue-eyed cat .Few pics taken this summer ...Me and Pawel .Eeeeh , that was a great summer .",,,22,57.84,32.48,31.94,99,22,0,77.27,36.36,18.18,9.09,9.09,0,0,0,0,9.09,4.55,4.55,4.55,0,4.55,0,13.64,18.18,0,0,0,4.55,9.09,9.09,0,0,0,0,4.55,0,4.55,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,4.55,4.55,0,0,0,13.64,4.55,0,0,9.09,0,9.09,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,36.36,27.27,4.55,0,0,0,0,4.55,0,0,0,0
13063006,,,,,"Instead we are left to shed a tear for the black kids killed in a church bombing 40 years ago .Yeah, but no one will ever hear of this .",,,29,89.42,63.49,69.96,1,29,6.9,86.21,51.72,6.9,3.45,0,3.45,0,0,0,3.45,10.34,13.79,6.9,6.9,3.45,3.45,13.79,0,0,0,6.9,0,3.45,0,3.45,0,3.45,0,10.34,0,0,0,0,10.34,0,0,0,0,3.45,6.9,6.9,3.45,3.45,0,0,0,0,0,0,6.9,6.9,0,0,0,0,6.9,6.9,3.45,17.24,0,6.9,10.34,0,0,0,0,3.45,3.45,3.45,0,0,3.45,0,0,10.34,6.9,3.45,0,0,0,0,0,0,0,0,0
31753066,,,,,"I have all the respect in the world for our law enforcement .yes, if it 's true that the white cop was killed , than it is a terrible thing .",,,29,77.56,36.51,11.5,25.77,29,10.34,93.1,58.62,20.69,6.9,3.45,3.45,0,0,0,13.79,13.79,10.34,10.34,0,3.45,0,10.34,13.79,3.45,0,0,3.45,13.79,6.9,6.9,0,3.45,0,3.45,0,0,0,0,13.79,0,0,3.45,3.45,6.9,6.9,3.45,3.45,0,0,0,0,0,0,0,13.79,3.45,0,10.34,0,0,3.45,6.9,0,6.9,0,6.9,0,3.45,0,0,0,0,3.45,3.45,0,0,3.45,0,0,17.24,6.9,6.9,0,0,0,0,0,0,3.45,0,0
31753065,,,,,"I think the cop was white .Just remember he killed a white cop in one of his bombings , according to ABC .Sorry for watching such a liberal news channel .Parents were watching it as I was doing homework .",,,38,77.17,60.39,1.52,1,38,23.68,86.84,50,13.16,10.53,5.26,0,0,5.26,0,2.63,7.89,13.16,10.53,5.26,2.63,0,21.05,10.53,2.63,0,2.63,0,5.26,0,5.26,0,2.63,2.63,7.89,2.63,0,0,5.26,5.26,5.26,0,0,0,0,0,10.53,10.53,0,0,0,0,0,0,0,7.89,2.63,0,5.26,0,0,10.53,2.63,0,2.63,0,2.63,0,2.63,2.63,2.63,0,0,2.63,0,0,0,0,0,0,13.16,10.53,2.63,0,0,0,0,0,0,0,0,0
14287659,,,,,Whites shoudl clean their own mess !Getting someone else to do our dirty work got us into the mess we are in today .,,,23,71.39,99,27.39,1,23,8.7,86.96,47.83,21.74,17.39,0,13.04,0,0,4.35,4.35,4.35,13.04,8.7,0,0,0,17.39,8.7,0,0,0,0,8.7,0,8.7,0,0,0,21.74,0,0,0,0,8.7,0,0,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,26.09,13.04,4.35,0,8.7,0,4.35,17.39,0,13.04,0,8.7,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,8.7,4.35,0,0,0,0,4.35,0,0,0,0,0
13504455,,,,,I don`t listen radio at all .But `` Radio Shanson '' somehow poisoned the minds of almost all `` marshrutka '' drivers in all big Russian cities .HZ why .,,,26,88.9,35.01,38.39,1,26,23.08,65.38,34.62,3.85,3.85,3.85,0,0,0,0,0,3.85,11.54,0,11.54,3.85,0,3.85,3.85,0,3.85,0,11.54,3.85,0,3.85,0,3.85,0,3.85,0,0,0,0,26.92,0,3.85,0,7.69,11.54,3.85,11.54,0,11.54,0,3.85,0,3.85,0,0,3.85,0,0,3.85,0,0,0,3.85,0,11.54,0,11.54,0,0,7.69,0,0,0,0,0,0,0,0,0,0,46.15,11.54,0,0,0,0,0,0,0,15.38,0,19.23
14265749,,,,,"Long day , but very beautiful of course .I guess everyone is doing Glacier this weekend .My moms in town and I took her on the going to the sun road ..",,,30,62.04,36.95,99,84.54,30,13.33,96.67,56.67,20,13.33,10,0,0,3.33,0,6.67,6.67,13.33,6.67,3.33,6.67,0,16.67,3.33,0,0,0,0,3.33,3.33,0,0,0,0,10,3.33,0,6.67,0,10,0,0,0,3.33,3.33,3.33,3.33,3.33,0,0,0,0,0,0,0,3.33,0,0,0,3.33,0,3.33,6.67,3.33,30,3.33,16.67,10,3.33,3.33,0,0,0,0,0,0,0,0,0,0,16.67,13.33,3.33,0,0,0,0,0,0,0,0,0
13503337,,,,,Here is my old school picture i think it was in 1994 .I hope such classes will be the future of all Russia,,,23,24.89,9.62,80.16,93.61,23,8.7,91.3,56.52,17.39,13.04,13.04,0,0,0,0,4.35,4.35,8.7,17.39,8.7,0,0,26.09,0,0,0,4.35,4.35,4.35,4.35,0,0,0,0,0,0,0,0,0,13.04,4.35,0,4.35,4.35,4.35,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,17.39,13.04,13.04,0,4.35,8.7,8.7,0,0,0,0,0,0,0,0,0,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0
13463245,,,,,Help me send a message to Obama : https : //petitions.whitehouse.gov/pet ... istan/SZP82fbc https : //petitions.whitehouse.gov/pet ... ation/PLzLzpnc https : //petitions.whitehouse.gov/pet ... -iran/Gs7L50Kv https : //petitions.whitehouse.gov/pet ... h-irs/s8XQx9Hs https : //petitions.whitehouse.gov/pet ... tates/nzjYDlGM,,,43,95.17,67.9,1,25.77,7.17,37.21,39.53,6.98,2.33,2.33,2.33,0,0,0,0,0,2.33,2.33,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,4.65,0,2.33,0,0,0,2.33,0,2.33,2.33,0,0,11.63,0,11.63,2.33,0,0,0,0,0,0,0,0,123.26,58.14,0,13.95,0,0,0,4.65,0,0,0,46.51
30583768,,,,,"Cool, I have never been in this section that I remember .I will read through and try to add some words and learn as well .",,,25,8.69,5.5,96.63,99,25,12,96,64,20,12,12,0,0,0,0,8,0,16,12,8,12,4,28,8,4,0,0,12,8,8,0,0,0,0,0,0,0,0,0,20,8,0,0,8,4,0,4,0,0,4,0,0,0,0,0,8,0,4,0,4,0,8,16,4,12,0,8,4,8,0,0,0,0,0,8,0,0,4,4,0,12,8,4,0,0,0,0,0,0,0,0,0
30951825,,,,,I think girls go to clubs to meet guys cause there are so many guys there it makes it easier to meet some one. atleast thats what i have been told. im not into the dancing they do .,,,38,12.81,78.51,50.35,74.74,12.67,5.26,97.37,55.26,21.05,10.53,7.89,0,0,0,2.63,10.53,2.63,10.53,15.79,7.89,2.63,2.63,34.21,2.63,2.63,2.63,2.63,5.26,2.63,2.63,0,0,0,0,21.05,0,5.26,2.63,5.26,13.16,2.63,5.26,0,2.63,0,2.63,0,0,0,0,0,0,0,0,0,10.53,10.53,0,0,0,0,5.26,26.32,0,7.89,5.26,2.63,0,0,5.26,0,0,0,0,0,0,0,0,0,0,7.89,7.89,0,0,0,0,0,0,0,0,0,0
14673760,,,,,"For all of liberals ' ranting about tribalism , they behave in a very tribal manner themselves .Their identity is the Liberal Tribe , and they seek out and morally support other members of their tribe .",,,33,80.14,93.5,2.4,80.64,33,27.27,72.73,54.55,18.18,15.15,0,0,0,0,15.15,3.03,6.06,18.18,3.03,6.06,6.06,0,6.06,3.03,0,0,0,3.03,3.03,3.03,0,0,0,0,18.18,0,0,0,0,6.06,0,0,0,0,3.03,3.03,0,0,0,0,0,0,0,0,0,12.12,12.12,0,0,0,0,0,6.06,0,6.06,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,15.15,6.06,6.06,0,0,0,0,0,0,3.03,0,0
13299159,,,,,"I hope I see the day when thease worthless pieces of crap are OUT OF HERE .Perhaps I should walk back into my H.S. when it starts Monday and get on the P.A. system and say I want to tie all * * * * * * s to the back of my car and drag them across the ground till they die , and then say I 'm joking .",,,65,61.33,26.92,94.81,25.77,21.67,3.08,86.15,58.46,15.38,13.85,10.77,0,0,0,3.08,1.54,7.69,15.38,3.08,9.23,12.31,0,16.92,1.54,0,3.08,0,3.08,6.15,3.08,3.08,0,1.54,1.54,6.15,0,0,0,0,7.69,0,0,4.62,3.08,1.54,0,4.62,1.54,3.08,0,1.54,1.54,0,0,0,3.08,0,0,1.54,1.54,0,0,15.38,3.08,24.62,3.08,10.77,13.85,0,1.54,0,0,0,1.54,1.54,1.54,0,0,0,0,21.54,9.23,1.54,0,0,0,0,0,0,1.54,0,9.23
30650292,,,,,"When I go to just about any Australian city I feel like a foreigner , these cities were built by my own flesh and blood , I should not feel like an alien in them .",,,33,57.84,6.5,93.94,25.77,33,6.06,81.82,60.61,18.18,15.15,12.12,0,0,0,3.03,3.03,6.06,18.18,6.06,9.09,6.06,3.03,15.15,0,6.06,3.03,0,3.03,0,0,0,0,0,0,3.03,0,0,0,0,15.15,6.06,0,3.03,3.03,0,3.03,6.06,0,0,6.06,6.06,6.06,0,0,0,0,0,0,0,0,0,3.03,9.09,0,12.12,3.03,6.06,3.03,0,0,0,0,0,0,0,0,0,0,0,0,9.09,3.03,6.06,0,0,0,0,0,0,0,0,0
14111563,,,,,TereasaI would say bro since no one responded thats not a good sign hehehe Talk to you soon and I hope your brother is doing good !,,,26,16.45,97.24,1.4,99,26,11.54,92.31,53.85,15.38,11.54,3.85,0,7.69,0,0,3.85,3.85,7.69,15.38,3.85,3.85,7.69,23.08,0,0,0,3.85,0,15.38,15.38,0,0,0,0,26.92,7.69,0,0,7.69,15.38,0,3.85,7.69,3.85,0,3.85,3.85,0,3.85,0,0,0,0,0,0,15.38,7.69,0,0,7.69,0,0,19.23,7.69,7.69,0,0,7.69,0,0,0,0,0,0,7.69,0,3.85,0,0,0,3.85,0,0,0,0,0,3.85,0,0,0,0,0
30627151,,,,,"you can talk gander mountain way down , they wanted 700 bucks for a glock 19 i told them they are 549 at acadamys and they matched it",,,27,46.37,99,4.97,25.77,27,11.11,70.37,51.85,25.93,22.22,3.7,0,3.7,0,14.81,3.7,3.7,11.11,7.41,0,3.7,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0,25.93,0,0,0,0,3.7,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,3.7,0,0,7.41,11.11,0,11.11,0,11.11,0,0,0,0,3.7,0,0,0,0,0,0,0,0,3.7,0,3.7,0,0,0,0,0,0,0,0,0
